gene,frac_target,frac_guide_within_target,frac_batch,frac_residual,ss_total,ss_total_check
BST2,0.1605452581941066,0.009068797621520588,0.01851985423071903,0.8118660899536538,1786.542928101412,1786.5429281011614
MVB12A,0.15390297595181787,0.009344275854530324,0.050140569039279013,0.7866121791543728,2294.342685477364,2294.3426854773106
PGLS,0.2537128230263564,0.007115139820142446,0.09359997448424363,0.6455720626692576,8818.229716774986,8818.229716775295
COLGALT1,0.11813242700553657,0.009893159797191048,0.031175828275205354,0.840798584922067,1159.3163152536833,1159.3163152537704
MAP1S,0.11445508129484071,0.007430646448391022,0.025635696155941128,0.8524785761008272,1234.3210057306908,1234.3210057306433
RPL18A,0.33622957543797466,0.0081414973334492,0.2731016275308714,0.38252729969770477,4056188.0639361306,4056188.0639361273
CCDC124,0.21097240046976268,0.009901518048027346,0.12410628682404716,0.6550197946581627,9862.706525009615,9862.70652501041
ARRDC2,0.10903344420773309,0.008801046827832028,0.01342381315230222,0.8687416958121326,417.7457358482524,417.7457358483174
PIK3R2,0.1293106853291403,0.008685516510163917,0.030895826316379355,0.8311079718443164,1383.8643754433783,1383.8643754434077
IFI30,0.13351306265338306,0.010347647713998358,0.024795988861260873,0.8313433007713578,963.5617856309116,963.5617856307882
MPV17L2,0.1253450652783929,0.005930880275242879,0.04237756829731355,0.8263464861490507,1303.0765675547511,1303.0765675545974
JUND,0.18900687573220418,0.007628077226406233,0.07836155914653267,0.7250034878948569,43812.78237265833,43812.782372657726
LSM4,0.27835238348167296,0.006046326197652913,0.18633839082541478,0.5292628994952594,69170.20357430531,69170.20357430314
PGPEP1,0.16238213792140088,0.006236328304116962,0.03638091726241035,0.7950006165120718,2451.6375536063756,2451.6375536062624
GDF15,0.16202584008318052,0.006049041286250156,0.016109456153101206,0.8158156624774682,13479.007312929925,13479.007312930777
SSBP4,0.21131674839523434,0.009094096239905166,0.08383061134256978,0.6957585440222908,6367.046518147614,6367.046518147648
ISYNA1,0.17941629222306754,0.00707031947615259,0.06027174803455628,0.7532416402662235,3527.0025544971745,3527.0025544973173
ELL,0.10283207835407225,0.008123788279483355,0.024106353556883977,0.8649377798095604,765.851542083456,765.8515420834899
FKBP8,0.16529879375587228,0.007390348766712735,0.16954341036765608,0.6577674471097589,12202.335737202762,12202.335737202908
KXD1,0.16819084405947943,0.007938447560617042,0.09108597826109942,0.7327847301188041,5443.002360569119,5443.002360569462
UBA52,0.27726009545424796,0.007919132487952774,0.305626703240467,0.4091940688173323,894684.7374581813,894684.737458151
REX1BD,0.20649931797275844,0.007187221954743463,0.09223364822954691,0.6940798118429512,8712.408475066757,8712.408475067361
UPF1,0.144774953182884,0.008211003230799608,0.04181260637170277,0.8052014372146136,2581.855799039722,2581.8557990397217
COPE,0.18713067894539748,0.007142323480377187,0.17888128540934553,0.6268457121648798,21805.727187069046,21805.727187069828
DDX49,0.19143745959354908,0.011788762751410295,0.07426568006188258,0.7225080975931579,5067.855507502207,5067.855507502494
HOMER3,0.2975155015552404,0.005099950284204844,0.017587098744462435,0.6797974494160923,860.0064372146292,860.0064372145698
SUGP2,0.14871334483107962,0.006689962888201163,0.06692474425795865,0.7776719480227605,5182.876506092349,5182.8765060919395
ARMC6,0.14815928219135593,0.007578345147276461,0.04741280825400913,0.7968495644073584,1802.4882533832654,1802.4882533832863
TMEM161A,0.14675432012180933,0.008464748526122699,0.0533832448130638,0.7913976865390041,2026.0405905343773,2026.0405905345183
BORCS8,0.14056134527479747,0.008107412628967189,0.04999231753275848,0.8013389245634769,1954.848775071531,1954.8487750715453
RFXANK,0.253933956576509,0.008065096365704296,0.0764721632448445,0.6615287838129421,5679.499684599638,5679.4996845997175
NR2C2AP,0.12058393787799034,0.007568405431991242,0.02749915198121357,0.844348504708805,1042.3788064538942,1042.3788064538387
SUGP1,0.10333305157178836,0.006391378893888023,0.020105425934516575,0.870170143599807,695.1260622478264,695.1260622479369
MAU2,0.11520073193428858,0.008025428037547255,0.023825702884663326,0.8529481371435008,1038.770785950767,1038.7707859508207
GATAD2A,0.17436251135301647,0.0074333977234757615,0.08841857812689058,0.7297855127966172,6843.481361678654,6843.481361678945
NDUFA13,0.24492065520314224,0.007352581368317578,0.2565635271325966,0.49116323629594355,108617.48840809612,108617.48840810219
ATP13A1,0.11939881977489489,0.007905031195364079,0.031029551730873586,0.8416665972988675,1248.018070442927,1248.018070442718
ZNF101,0.09025776007676913,0.006112249263601202,0.014505551879111862,0.8891244387805178,401.131951636155,401.1319516362216
ZNF430,0.10445066351097121,0.007009913948954353,0.02092897324113538,0.867610449298939,965.5230254004362,965.5230254003925
ZNF714,0.16227646573568574,0.009101006100710171,0.05701992586441955,0.7716026022991844,3903.6311920120065,3903.631192012118
ZNF431,0.23805184776101507,0.008323675663331682,0.06373069153136575,0.6898937850442876,7278.6709104666015,7278.670910467428
ZNF708,0.14667381380078598,0.006480837803610147,0.11539913876685785,0.7314462096287461,2118.6971141002778,2118.697114100462
ZNF493,0.11300701143991372,0.009453188022183534,0.03227163369255822,0.8452681668453446,817.6357251474587,817.6357251473643
ZNF429,0.15972282843944977,0.006772546795374213,0.04425646487803092,0.789248159887145,1891.7361391207196,1891.7361391206957
ZNF100,0.12660561345262397,0.006471289269388703,0.09418431451969901,0.7727387827582882,2114.0497651659016,2114.0497651658015
ZNF724,0.10573941176474487,0.006445422854402039,0.06024077827931629,0.8275743871015367,847.7448423850168,847.7448423848282
ZNF91,0.11882009631265608,0.006315551777978266,0.07929506102911908,0.7955692908802466,1638.666903093014,1638.6669030931366
ZNF675,0.0964503392336444,0.006407675934931258,0.07595155863868848,0.8211904261927359,1013.2129016437287,1013.2129016437545
ZNF681,0.11319852301660628,0.008026311055828161,0.04429350002692759,0.834481665900638,580.1479928727822,580.1479928728055
AC092279.1,0.09581609234943853,0.00883244177665337,0.01941180944176986,0.8759396564321381,553.5148824060838,553.5148824060288
ZNF254,0.10379462099243728,0.008178183607938153,0.07980501746399181,0.8082221779356328,1161.2037016268966,1161.2037016271274
LINC00662,0.14956598915372446,0.008172365813277377,0.030775740325165786,0.8114859047078324,1676.0935423522726,1676.09354235239
AC006504.5,0.10818717091965595,0.00791088879591022,0.01979975570936209,0.8641021845750717,589.9722830674706,589.9722830673913
AC079466.1,0.2668142957950137,0.007319252101274277,0.07085039157930256,0.6550160605244094,12994.016247726939,12994.016247725249
UQCRFS1,0.26488424054888615,0.008481825780808139,0.16996538076148998,0.5566685529088157,38987.12231471777,38987.12231472091
POP4,0.14045935805575044,0.007404487297233458,0.05121125328738481,0.8009249013596313,2440.520067960567,2440.5200679604145
C19orf12,0.10236178240476121,0.009678686434632442,0.026179175238968885,0.8617803559216375,927.1401029579222,927.1401029580512
CCNE1,0.15520403867061044,0.007681928066638001,0.02894219678472909,0.8081718364780225,1687.8401726920247,1687.8401726918423
URI1,0.1884824969371113,0.007946133002301051,0.12647862024864023,0.6770927498119473,12642.147919052984,12642.14791905259
ZNF507,0.10718893704544881,0.007851132351499729,0.05596073803880142,0.82899919256425,1239.1917689859542,1239.1917689859304
DPY19L3,0.09740140816506238,0.008901629989469214,0.021346275619098482,0.8723506862263699,610.1222678926372,610.1222678926073
PDCD5,0.3133101271184741,0.0070706236421938405,0.19295703318631996,0.4866622160530121,47571.5423307293,47571.5423307299
ANKRD27,0.1736282364600673,0.005607812375398345,0.037521975092519616,0.7832419760720147,1722.5204203745823,1722.5204203744304
NUDT19,0.1504860941659453,0.008427839102375281,0.02729928177388782,0.8137867849577917,1186.4666479984921,1186.4666479986163
CEP89,0.0997181922104207,0.006667489682245693,0.014587481561329524,0.879026836546004,558.6746440019338,558.6746440020269
FAAP24,0.10879619063318184,0.007335837959404888,0.015806926470752235,0.868061044936661,520.1010458957209,520.1010458957538
GPATCH1,0.11623233464413568,0.00710225374316498,0.027296224118668954,0.8493691874940305,873.1252434537274,873.1252434537518
CEBPG,0.18175189586966298,0.007173264896714738,0.03839150594744156,0.7726833332861808,2808.340388848158,2808.3403888483194
PEPD,0.1497698350257455,0.008148751476977878,0.043453641645691723,0.7986277718515848,1920.1256581225905,1920.1256581229595
KCTD15,0.12344437482189272,0.009701114020548613,0.01808835949508899,0.8487661516624697,679.3433158670522,679.3433158669735
LSM14A,0.22383511931604966,0.007073339157030178,0.12541488090498,0.6436766606219402,10364.37792000755,10364.377920007275
KIAA0355,0.10281981764409184,0.006694162489966747,0.023250660139753132,0.8672353597261883,1002.4882136280569,1002.4882136281187
