feature,frac_compound,frac_source,frac_plate_within_source,frac_residual,ss_total,compartment,feature_type,channel
Cytoplasm_Texture_Contrast_AGP_5_01_256,0.3676030097283768,0.046175005246282805,0.003925803093649443,0.582296181931691,152552.12715003936,Cytoplasm,Texture,AGP
Nuclei_Texture_DifferenceEntropy_Mito_3_02_256,0.36085951934765903,0.05394681396456087,0.003426797182706567,0.5817668695050735,114772.99985339357,Nuclei,Texture,Mito
Cytoplasm_Texture_Entropy_DNA_10_00_256,0.21453797995924975,0.05933489905572041,0.01879981055190846,0.7073273104331215,118705.18681241699,Cytoplasm,Texture,DNA
Nuclei_Texture_Contrast_DNA_10_01_256,0.4572426310422236,0.04375084270203325,0.0024944459168633835,0.4965120803388798,234095.2336482514,Nuclei,Texture,DNA
Cytoplasm_Correlation_Manders_Mito_DNA,0.042147765162078646,0.12946545716774788,0.045948810864901726,0.7824379668052718,155523.82662172156,Cytoplasm,Correlation,DNA
Nuclei_Texture_SumVariance_DNA_10_00_256,0.47764421230726894,0.0416197824069658,0.002236270980983433,0.4784997343047817,246918.29735049664,Nuclei,Texture,DNA
Cytoplasm_Texture_SumEntropy_AGP_10_01_256,0.18697311666910219,0.04988808959303343,0.00209944899709986,0.7610393447407645,65381.89919464255,Cytoplasm,Texture,AGP
Cytoplasm_Texture_Variance_AGP_3_01_256,0.36790266258483006,0.04694751298890121,0.004317140446831383,0.5808326839794373,142299.23362701194,Cytoplasm,Texture,AGP
Cytoplasm_Texture_DifferenceEntropy_DNA_3_01_256,0.298126934446544,0.03063878775334818,0.0042253563843519405,0.667008921415756,106115.96983091638,Cytoplasm,Texture,DNA
Cells_Intensity_IntegratedIntensityEdge_AGP,0.2719761591242615,0.018203069582083762,0.0016376606539009841,0.7081831106397537,60294.2935479659,Cells,Intensity,AGP
Image_Intensity_UpperQuartileIntensity_ER,0.4717457429321246,0.04354874114973067,0.0024252977218075108,0.48228021819633726,50782.39573358696,Image,Intensity,ER
Nuclei_Texture_SumEntropy_Mito_10_03_256,0.22378345153575124,0.04953484147849254,0.0035409004075890958,0.723140806578167,53375.40791993554,Nuclei,Texture,Mito
Image_Texture_InverseDifferenceMoment_DNA_10_00_256,0.4693127054447372,0.03866459948109899,0.00293580092183621,0.48908689415232764,37665.141465747474,Image,Texture,DNA
Cells_Granularity_7_Mito,0.3033520722682658,0.036834886885472665,0.0037575549008604494,0.6560554859454011,106696.79294653659,Cells,Granularity,Mito
Cytoplasm_Texture_Correlation_Mito_10_00_256,0.3909274935215706,0.020077220217224127,0.00278799618003405,0.5862072900811712,70399.98076104448,Cytoplasm,Texture,Mito
Cytoplasm_Texture_AngularSecondMoment_ER_5_02_256,0.123323881040958,0.05382185098189264,0.0013437252744336768,0.8215105427027156,85496.77977331216,Cytoplasm,Texture,ER
Cytoplasm_Texture_SumEntropy_Mito_5_02_256,0.13489165307656348,0.058268869194845745,0.0024414801872113313,0.8043979975413794,45476.461495574855,Cytoplasm,Texture,Mito
Cytoplasm_Texture_SumVariance_RNA_10_00_256,0.3831036708163109,0.04825787067010787,0.00044042490500894015,0.5681980336085722,145671.7351412861,Cytoplasm,Texture,RNA
Cytoplasm_Texture_DifferenceVariance_ER_3_01_256,0.06331023777547891,0.07822077649600613,0.0016489803887003718,0.8568200053398146,75988.7451459269,Cytoplasm,Texture,ER
Cytoplasm_Granularity_10_RNA,0.27262611444282603,0.033858873676107445,0.001905908022383183,0.6916091038586833,74765.12123842663,Cytoplasm,Granularity,RNA
Image_Texture_Variance_ER_5_01_256,0.2945998505359924,0.016823369534409716,0.0009366682264880633,0.6876401117031098,37172.53759180042,Image,Texture,ER
Cells_Texture_SumEntropy_AGP_5_02_256,0.15198855835469371,0.05664288831388184,0.0013634625260856208,0.7900050908053388,75382.52788453916,Cells,Texture,AGP
Cells_Children_Cytoplasm_Count,0.029683746850116946,0.021869644666561643,0.018149820232234208,0.9302967882510872,32320.859762142263,Cells,Children,
Nuclei_Texture_InfoMeas1_AGP_10_02_256,0.39152643073128246,0.03833905135745975,0.0016192483666531777,0.5685152695446046,128701.70767985983,Nuclei,Texture,AGP
Image_Texture_InfoMeas1_DNA_3_03_256,0.19092034576292366,0.07184815371545626,0.0023791795685706766,0.7348523209530493,51284.51722607951,Image,Texture,DNA
Nuclei_Texture_SumEntropy_Mito_3_01_256,0.29841792032321107,0.04995229274519613,0.005146003927979145,0.6464837830036135,79067.29736717176,Nuclei,Texture,Mito
Cytoplasm_Texture_Contrast_Mito_5_01_256,0.4235032971823003,0.03312058858131103,0.0025010758735638356,0.5408750383628249,152530.5960144795,Cytoplasm,Texture,Mito
Nuclei_Texture_InfoMeas1_RNA_10_00_256,0.31802719818565617,0.04342625116787546,0.00036674788617861904,0.6381798027602897,100851.95531158822,Nuclei,Texture,RNA
Cytoplasm_Correlation_K_DNA_ER,0.20855673833874813,0.026047007793830058,0.005398748824673158,0.7599975050427487,36232.49530805548,Cytoplasm,Correlation,DNA
Nuclei_Texture_Variance_AGP_10_02_256,0.36348821222162103,0.046585180651432,0.003967599801997334,0.5859590073249498,157504.2463684045,Nuclei,Texture,AGP
Cells_Texture_InfoMeas1_AGP_10_02_256,0.22662473207543696,0.054924498558110706,0.0017396283657495504,0.7167111410007028,95034.76222523212,Cells,Texture,AGP
Image_Texture_Entropy_AGP_10_02_256,0.4639340949212332,0.05105841279537022,0.001227559052653294,0.48377993323074325,85009.78397952429,Image,Texture,AGP
Cytoplasm_Texture_SumVariance_RNA_5_00_256,0.3879714278966317,0.04707213926300288,0.00045839849527916945,0.5644980343450863,147903.72712641954,Cytoplasm,Texture,RNA
Image_Texture_Entropy_ER_10_03_256,0.48876392442860217,0.045236635767676336,0.0028866326369465906,0.46311280716677494,90906.95562954526,Image,Texture,ER
Cells_Texture_SumEntropy_Mito_10_01_256,0.1424347806390302,0.0573047960756459,0.0035417037269830326,0.796718719558341,49735.68291115004,Cells,Texture,Mito
Cells_Texture_DifferenceVariance_RNA_5_01_256,0.06483299455910141,0.08175372446178085,0.0006463530702776138,0.8527669279088401,105745.39342083356,Cells,Texture,RNA
Cytoplasm_Correlation_Manders_DNA_Mito,0.318699974511147,0.04155191772337193,0.003255664470844709,0.6364924432946364,107333.52671253282,Cytoplasm,Correlation,DNA
Cytoplasm_Texture_Variance_DNA_3_03_256,0.39251933749169327,0.025290159411367683,0.0011769700034490323,0.58101353309349,154783.8219968144,Cytoplasm,Texture,DNA
Image_Texture_DifferenceEntropy_Mito_5_03_256,0.4449093194026729,0.04429609585586397,0.0011582403121718347,0.5096363444292914,80081.64722806931,Image,Texture,Mito
Nuclei_Texture_SumAverage_DNA_10_00_256,0.24786212093082768,0.03833269938474191,0.002126925286789283,0.7116782543976411,89920.41762354874,Nuclei,Texture,DNA
Cells_Texture_InverseDifferenceMoment_RNA_3_01_256,0.1329541614409961,0.0450447142205034,0.001058422808373653,0.8209427015301268,81860.00018035402,Cells,Texture,RNA
Cytoplasm_Granularity_10_ER,0.19649670623410026,0.04462944679328332,0.0020260808526437017,0.7568477661199727,68524.30563958842,Cytoplasm,Granularity,ER
Cytoplasm_Texture_SumAverage_Mito_5_03_256,0.21056623404606659,0.055697036397218395,0.0038423611915528147,0.7298943683651623,59130.28549764182,Cytoplasm,Texture,Mito
Image_Texture_AngularSecondMoment_ER_3_02_256,0.48688306544725907,0.042981514198523606,0.00319481207419795,0.4669406082800193,162169.45329973308,Image,Texture,ER
Cells_Intensity_LowerQuartileIntensity_AGP,0.3399640291911999,0.01308495461408346,0.0051601029062524045,0.6417909132884643,34756.254795575915,Cells,Intensity,AGP
Cytoplasm_Granularity_4_AGP,0.42619534152421834,0.04272354087791797,0.000643903547132136,0.5304372140507314,157539.91033567913,Cytoplasm,Granularity,AGP
Nuclei_RadialDistribution_FracAtD_DNA_1of4,0.17206934646448033,0.06843692382837475,0.0005821955945764961,0.7589115341125684,127720.07227202712,Nuclei,RadialDistribution,DNA
Cells_Texture_DifferenceEntropy_ER_10_02_256,0.17186414179108347,0.04779720913572189,0.0007012281180014006,0.7796374209551932,106099.40337486203,Cells,Texture,ER
Cells_Granularity_16_RNA,0.2704837271309614,0.022206028022202784,0.004120570183708295,0.7031896746631275,26411.890093214708,Cells,Granularity,RNA
Nuclei_Texture_InfoMeas1_AGP_5_03_256,0.39562808851919395,0.03752713292224093,0.0025119218912163697,0.5643328566673487,136360.04037549067,Nuclei,Texture,AGP
Cells_Texture_InfoMeas1_DNA_10_02_256,0.29845409418761887,0.04474755390423808,0.004007970866873587,0.6527903810412694,117162.25439115505,Cells,Texture,DNA
Nuclei_Granularity_2_Mito,0.4762129758579323,0.04451675230489468,0.001669631536215456,0.47760064030095745,147172.3807617325,Nuclei,Granularity,Mito
Nuclei_Texture_DifferenceVariance_DNA_3_01_256,0.19577699748895624,0.0333395945286895,0.016543840164144334,0.7543395678182099,61382.35836470251,Nuclei,Texture,DNA
Nuclei_Texture_SumAverage_AGP_3_00_256,0.2760041317663279,0.03655872532122079,0.0024010671033560817,0.6850360758090952,72091.9318613745,Nuclei,Texture,AGP
Nuclei_Texture_Correlation_DNA_5_02_256,0.12698317548796006,0.043333809950138295,0.011461368584753037,0.8182216459771486,52129.11187493372,Nuclei,Texture,DNA
Nuclei_Texture_Correlation_RNA_10_00_256,0.12600300817828583,0.08401279323722224,0.0020235403034518933,0.7879606582810401,118505.65138533691,Nuclei,Texture,RNA
Cells_Neighbors_PercentTouching_Adjacent,0.48065599718434476,0.050892612482788625,0.008516859748333142,0.4599345305845334,147081.0643909073,Cells,Neighbors,
Cytoplasm_Texture_InverseDifferenceMoment_Mito_10_00_256,0.1461487046988378,0.05825622148725642,0.0025277754408060114,0.7930672983730997,43954.75278448396,Cytoplasm,Texture,Mito
Cells_Texture_DifferenceVariance_DNA_5_02_256,0.239366060896699,0.020280809164424263,0.013797274484854124,0.7265558554540226,63819.87200221127,Cells,Texture,DNA
Image_Texture_SumEntropy_RNA_3_03_256,0.4753972000933644,0.05029417986358511,0.007525757378890135,0.46678286266416036,112602.53066402386,Image,Texture,RNA
Cytoplasm_Correlation_K_Mito_RNA,0.2195218316976199,0.012689891664150457,0.0030550597282762914,0.7647332169099533,18422.19468879217,Cytoplasm,Correlation,Mito
Cytoplasm_Texture_InverseDifferenceMoment_RNA_3_00_256,0.16242218264158265,0.04784028219646337,0.0010816909997070309,0.788655844162247,81585.89022463723,Cytoplasm,Texture,RNA
Cells_Intensity_IntegratedIntensityEdge_DNA,0.1889819097001079,0.03272813649942159,0.0008814720878048127,0.7774084817126656,100984.71923781197,Cells,Intensity,DNA
Cytoplasm_Intensity_MaxIntensity_ER,0.261028246791683,0.050427784293930245,0.0021515493387355266,0.6863924195756512,63983.08256046702,Cytoplasm,Intensity,ER
Image_ImageQuality_FocusScore_OrigRNA,0.2892950720220189,0.034784769025047645,0.002165646790990491,0.673754512161943,62662.80434815239,Image,ImageQuality,
Nuclei_Texture_DifferenceVariance_DNA_10_00_256,0.18918033186458372,0.032233812276051814,0.017271865201108728,0.7613139906582557,58181.81083956253,Nuclei,Texture,DNA
Cells_Texture_InfoMeas1_RNA_3_03_256,0.07405843537338913,0.06270429884898523,0.0033082014818279163,0.8599290642957976,65920.78848555505,Cells,Texture,RNA
Cytoplasm_Texture_DifferenceVariance_DNA_5_03_256,0.07962660307596439,0.03955227100709585,0.0032191078699116,0.8776020180470282,54716.23498738051,Cytoplasm,Texture,DNA
Image_Texture_Variance_Mito_10_01_256,0.1449686552486654,0.017221547601831897,0.002736592448879533,0.8350732047006231,36842.53844094744,Image,Texture,Mito
Nuclei_Texture_InverseDifferenceMoment_ER_5_00_256,0.21294067865440824,0.050468752954471674,0.0015539769766601136,0.73503659141446,60306.81286946849,Nuclei,Texture,ER
Nuclei_Texture_SumAverage_AGP_3_03_256,0.27627412636156845,0.037099432793903,0.0023482064802190254,0.6842782343643096,72884.16723784528,Nuclei,Texture,AGP
Cells_RadialDistribution_MeanFrac_mito_tubeness_4of16,0.37361890591184876,0.03741352432619251,0.002043583818344459,0.5869239859436142,125089.150475067,Cells,RadialDistribution,
Image_Granularity_1_Mito,0.3378314823380923,0.06179285379399931,0.001160791625470957,0.5992148722424375,82843.71217688224,Image,Granularity,Mito
Image_Threshold_FinalThreshold_NucleiIncludingEdges,0.2234690661124291,0.03221359334722214,0.01339917336340734,0.7309181671769414,76838.32762981832,Image,Threshold,
Cytoplasm_Intensity_StdIntensityEdge_RNA,0.3223323703693912,0.057120495936158026,0.0004774269887612966,0.6200697067056895,106250.19631008961,Cytoplasm,Intensity,RNA
Image_Texture_Correlation_RNA_3_02_256,0.2847395306318639,0.010967560859124785,0.0008721584507648083,0.7034207500582466,42059.08707366962,Image,Texture,RNA
