target_gene,n_pseudobulk_samples,ss_target,ss_guide_within_target,ss_batch_within_target,perturbation_quality
SOD2,20,221005.8355143857,3.073510563782215e-26,609922.6594696998,0.26597455358492494
CSE1L,44,506564.5469834537,4.333522536042643e-26,1399654.6106700937,0.26574307835989186
PTMA,8,100731.04799376903,0.0,278340.0083086863,0.2657313089960558
CCDC86,31,360910.25706608675,4.113437130625833e-26,999324.8165010461,0.2653293273195947
UXT,25,288002.38963644026,4.265557083199933e-26,797587.6450987724,0.26529571976652055
GUK1,7,67864.5061463188,9.151710663206292e-27,188347.65448903764,0.26487621031737135
AATF,38,430624.9624226444,4.793349751881427e-26,1204410.6639874312,0.26337344304119853
PIAS4,22,188857.09474449023,2.569362130194153e-26,529447.3768762447,0.2629206725086446
LCE1E,5,23553.2300407508,1.013562225616862e-26,66127.30459169809,0.2626348085153876
ERAL1,6,48957.01646092433,6.198659283529891e-27,137510.15766191587,0.26255032120920435
PPIL2,4,15516.271587812334,0.0,43664.17002280882,0.26218580269985037
NISCH,5,49917.3091248991,5.339529700026308e-27,140547.37398830208,0.26208170621968346
PSMD4,38,356009.09675586596,5.75031102379976e-26,1002437.5565818135,0.26207072311684665
RPS5,9,150854.5123309563,1.179581244246728e-26,426004.7668445485,0.2615100732132975
SMC1A,16,171298.922743312,0.0,484043.6662626704,0.26138835719976117
NUDCD3,7,29953.79533274856,8.772735150117719e-27,84819.51060790475,0.26098224745950066
RARS,43,359777.46256187826,3.7603079685692474e-26,1020910.3053723746,0.2605784384547474
GET3,7,78137.62719135008,5.573973917025885e-27,221806.91778953403,0.2605069120237873
RRM2,46,597875.8628397121,7.41575189486694e-26,1713009.5458832711,0.258721553471621
CCDC59,6,71615.64442280319,8.58316886005419e-27,205300.37295984064,0.25861864221398345
LSM7,8,110310.5131990774,0.0,316327.64959558833,0.2585575384923269
TARDBP,10,67423.34821199265,1.033395220591086e-26,194217.31686051536,0.2576944535487545
FCF1,23,327380.0650784891,3.2453111073502804e-26,944467.6047023595,0.257405090921698
SFSWAP,15,145419.9353945902,2.489159688710553e-26,421748.2290323464,0.2563965055082414
ACTR8,27,183370.121912512,1.9869028791795492e-26,531822.4878817208,0.25639264080940266
POP1,4,45491.0770097976,0.0,133196.53675594134,0.2545843892091861
NELFCD,18,213281.73419200006,1.145961283748738e-26,633958.7273397176,0.25173695529886536
FEN1,9,42387.019437684285,1.30426186052507e-26,126140.39232210873,0.2515140949182779
FAM229A,6,74312.23665802152,9.994418125002368e-27,221274.78699732604,0.25140561225945113
YEATS2,26,314469.7708297961,3.3740612025861496e-26,936796.4255704747,0.2513212390253045
TFB2M,12,102205.61186114026,1.371528555859322e-26,305120.5016782853,0.25091838815104023
STAT5A,20,262341.7506219327,3.7626138101362096e-26,787768.3418676362,0.24982309235785063
PGD,5,56294.88421678844,7.930365283779124e-27,169645.6117501313,0.2491580093947862
LSM10,8,59299.24277619604,0.0,179163.80420674031,0.2486726707825691
ZNF658,5,30747.61922080303,5.641401062104457e-27,93176.84915198962,0.24811580492971963
MZT1,42,516440.97438496636,6.51070579435176e-26,1570311.3219015729,0.24748551867128368
SHQ1,4,52666.73070526136,0.0,161033.80527871498,0.24645109317465827
HSPD1,7,59718.022012250265,6.040520560186504e-27,182999.50901737929,0.24603917878910952
HINFP,12,148706.99294614213,7.512157886881991e-27,457232.4601053054,0.2454155975440604
GTF2E1,16,116052.00695772648,0.0,357781.53158282186,0.24492147034415826
EXOSC8,6,74373.31474277962,5.799898780681012e-27,229693.7713054586,0.24459508495102555
UFM1,6,34687.765992595756,5.54974167215303e-27,107771.57924863078,0.24349238678486784
DDX46,11,109253.46154439676,1.3868640786643375e-26,339668.08485354134,0.24336871870157703
NAA10,11,75107.97585215446,1.1347287572125083e-26,237028.40273937187,0.2406255118069517
DHX37,23,336873.27492076793,3.29187341854059e-26,1063150.5160739666,0.24061967881375446
RPSA,22,203623.16595695514,2.7286034346877365e-26,645361.393135449,0.23984319122910294
TNPO3,4,31623.277145320964,0.0,100277.11874947556,0.23975119203238496
SNRPA1,11,89176.27565966266,1.1612526816962077e-26,283693.7939302852,0.23916179638052326
YEATS4,27,236981.5056645242,2.5684728950970843e-26,754140.5741356661,0.23910425415232353
RPA2,24,330165.2737609949,4.2650227862419097e-26,1053688.2504128597,0.23858397438276566
OIP5,6,26009.347428321067,6.053205446706487e-27,83249.11902107374,0.23805338179781066
POLG2,8,222179.88301325744,0.0,713102.4034082954,0.23755382330967825
DLD,35,375679.67075338785,3.796475577860366e-26,1208061.2776193002,0.23721030332606036
NAA15,5,35233.990351012064,5.98975379246248e-27,113742.58437636659,0.2365069167114957
KIAA1143,20,126759.95709134373,2.570604536373982e-26,410422.5101445845,0.23597188073465417
CYCS,13,181062.62509663013,1.5288053034701092e-26,589098.4487002144,0.23509708716386174
SLC25A3,5,50479.63255997582,7.216798725289728e-27,164597.29956673726,0.234705005603463
RMI1,19,158344.9125071462,3.2293902652568915e-26,517637.14709793805,0.2342442528721146
RBM10,9,76436.00092512375,1.1663017111891294e-26,250891.90003803035,0.23351507983344147
SON,46,336050.7984203701,3.532453314819171e-26,1107868.567597633,0.2327351556667051
CNN2,20,267201.93742697063,1.9437426300025572e-26,882065.2620911757,0.2324976624574342
SLC39A7,8,63079.23222269009,0.0,208619.2390884811,0.23216631259749201
NUP93,12,101710.78048458669,1.789590193764054e-26,337493.58644596755,0.2315796202014287
BCL2L1,5,19345.73783064414,4.196852933048423e-27,64380.40394811887,0.23105970751361138
UFL1,7,34629.39116672408,1.0894992136946423e-26,115246.44673351348,0.23105386199591813
ZMAT5,4,29714.147128464534,0.0,98952.21162888593,0.23093951997586176
MARS,4,25157.842466160026,0.0,83912.47066329664,0.23065710315051471
NSRP1,27,218953.49581135923,2.1821639472922158e-26,731492.2035678746,0.230369284593917
CWF19L2,16,150976.91265221857,0.0,504885.8487640032,0.2301958908693187
EIF2S2,7,38109.39934534289,6.927598481052038e-27,127447.01297042552,0.2301898115106301
FAM32A,42,290572.73538722657,4.8220909119047507e-26,973735.9822567996,0.22982736046358507
PSMD12,30,294348.8320133278,2.80570387606411e-26,990387.9052592148,0.22911217798458966
PRPF8,9,59593.540758821095,7.481004468408027e-27,201694.3508571681,0.22807616682982312
TARS,7,42499.4639444745,9.691640144930263e-27,143968.93679282206,0.22791778004440164
POP4,10,114117.80624050519,1.296687757063234e-26,386931.4329117779,0.22775766795610589
GIT2,6,62140.805083754734,6.227391494097059e-27,210867.19671464403,0.22761532509820814
SMN2,42,308843.00773517555,2.8539031752415067e-26,1048883.0199984983,0.22747078676152255
MRPL24,19,198689.2874104888,1.9032791309663696e-26,675170.3923790315,0.22736978488164772
NUP54,34,236625.2712009913,3.4661942538417743e-26,807087.9306860212,0.2267148396448158
HIST2H3D,14,214037.50652609536,2.624313089900077e-26,730417.1631789522,0.22662549446967012
C12orf45,4,53563.749040757175,0.0,184069.86882861808,0.22540476183887673
KIF11,47,286789.34822390846,7.861549966783526e-26,988157.1292236234,0.22494226486908409
EXOSC7,4,27695.79905804116,0.0,95881.06009266741,0.22411800436087032
SSBP3,5,128367.98674131383,6.551948439558161e-27,445140.88273472345,0.22382912204756647
RNF8,11,117689.939290017,1.4175876808416592e-26,408560.37729576684,0.2236387049675673
POLR3F,13,89011.23308521636,1.2476415119132124e-26,309618.99372052366,0.22329273371583333
FNBP4,14,103600.99861388112,1.34088157477912e-26,362902.4200521422,0.22207982721783784
CCNK,25,225279.53376633083,57775.12882416483,732119.2684544614,0.22191225254813435
SNRNP25,4,22142.52910791857,0.0,77643.89376286996,0.22189921705671817
H2AFX,8,77454.67417869369,0.0,272138.3445647979,0.2215566960034887
ZNF559,4,81736.5735746174,0.0,287421.38453637774,0.22141354880406391
ZCRB1,9,129085.9979592026,9.440883245358043e-27,454274.5759592028,0.22127994885245342
METTL3,7,73358.973407033,7.691214819314435e-27,259273.26530908316,0.2205407800824771
ACTB,14,153338.89234056044,3.0345685501591614e-26,542475.0213361045,0.22037342071865337
IMP4,12,193579.7307185195,1.374764633151535e-26,688214.9190071139,0.2195292643006521
CCT7,10,91939.41461671834,9.06804376180954e-27,327161.15470929607,0.21937315610086783
FARSA,6,38975.36465877343,6.860186006400903e-27,138826.5270358565,0.21920669283830002
GFER,22,165436.43410337696,3.4602281242424985e-26,591862.6928850069,0.21845586269362566
RFT1,7,33585.49303263169,1.1011297522739815e-26,120555.4989634684,0.21788813344007438
MCM7,12,108106.47478656616,1.1706001446459984e-26,393480.2266491323,0.21552898925974617
DNLZ,12,56918.19218539684,1.665332333218617e-26,207345.48604882913,0.21538409124445884
ZNHIT6,8,43739.43745563365,0.0,159704.0906264681,0.21499547254205179
SNRNP70,9,122873.60982065789,7.382954428023715e-27,449041.14913709,0.2148460201387032
RNF14,25,171801.29929740774,2.948473282509895e-26,629152.6745377888,0.2144958448420875
TCERG1,4,38609.10815049098,0.0,141412.14575659766,0.21446972128311945
RPL37,46,338022.74785569124,5.976821819328491e-26,1238819.255376418,0.21436691004097683
NIP7,35,353519.1510616521,3.220564636124411e-26,1296185.8707222503,0.21429234099037628
SCFD1,10,54726.72905588556,1.1181125387615508e-26,201300.5668872965,0.21375349395570145
NBPF12,9,39623.95696923573,1.247020739198214e-26,145761.06811013055,0.21373871461447377
DERL2,7,56549.11006789202,5.424819655153485e-27,208837.94261188846,0.2130816462102427
CEP192,20,209525.96636736474,3.959602715598873e-26,774649.7960036641,0.21289486530595395
SRP14,8,37478.99142565398,0.0,139048.65870087396,0.21231230007758298
KIF18B,5,24044.572634984557,3.617697295008004e-27,89258.76148799434,0.21221416669774865
HIST2H2BF,8,99265.29841819125,0.0,369183.8069869839,0.2119019916418323
UPF1,6,43917.25340283163,4.658658777102176e-27,163718.04795922304,0.21151149691185175
URB2,18,106802.95960156716,1.8330150947380998e-26,404524.101552256,0.2088740606854709
UTP23,11,126954.44560772192,1.547106603103663e-26,481856.88150524005,0.2085283895911584
PAXBP1,8,88120.28464097543,0.0,336007.1080557887,0.20776843504653866
ZNF574,24,361393.77026623895,66325.37347004267,1314638.807951443,0.20741648977248162
C19orf25,16,169360.3540809764,0.0,650895.1043869354,0.2064726937597109
NRDE2,46,406981.7368921032,8.249539781082723e-26,1565786.2323138344,0.20629985038530313
TIMM9,22,195121.0581295274,4.4674090806458235e-26,751589.2812228495,0.20610428556532434
SBNO1,17,113447.41299942478,1.4507413847628739e-26,437777.233546778,0.20580976142893823
IK,24,180439.55700958762,30124.883038151875,666846.3781289433,0.20565002536047236
RPUSD3,16,94995.23238140378,0.0,367321.3648418456,0.2054765780678457
KRTAP4-7,14,79950.63791278776,1.6037390753901905e-26,309548.1551899993,0.20526543169978223
WDR61,4,25198.71969194586,0.0,98314.00455080545,0.20401719617503064
ALG1L,23,214716.47693424788,2.3105788929331964e-26,837819.4264979063,0.20399919492920973
PLA2G10,19,115134.8223061611,3.02208952940428e-26,449264.7458784476,0.20399523457555482
EIF2B5,47,362801.5029726416,6.858262175003054e-26,1419251.1486021501,0.20358629844748727
RPS29,44,444454.72513983276,288219.38738844707,1454878.00825454,0.20317446195557792
MOG,4,11340.129560143127,0.0,44519.99465608983,0.20300938673615918
SNRNP200,14,88570.08259019905,1.2252532710664512e-26,348108.5800779339,0.20282667820092357
MYCBP,25,135821.53001853693,2.0006738052591492e-26,535904.2239698295,0.20219788985623618
SERBP1,5,65015.49886289653,7.993958428873908e-27,257327.0784413166,0.20169690087678888
PCF11,48,303913.80679894355,4.3031100147388586e-26,1204163.3576491722,0.20152404264417165
SMC2,7,98906.38943741958,1.0414020732471543e-26,397645.55366387445,0.19918639089333537
DOLK,7,30472.288587751325,6.546699402441999e-27,122608.63057134257,0.1990600053562658
SPCS3,5,31320.848738669778,8.928847755265346e-27,126141.53829014415,0.1989100338796363
XPO5,22,111102.6282141074,2.0779508779768893e-26,447680.2746747804,0.19882968437242934
DENR,31,202823.8375809201,4.795980436189138e-26,819457.7742592675,0.19840309679034646
DDX59,10,85197.85807592572,1.5442562827364233e-26,346083.27644332347,0.1975459885832848
ZNF407,4,29563.900894226863,0.0,120306.11870952304,0.19726360864162548
NCAPH2,6,34959.325511242045,3.727963523474036e-27,142293.44145811102,0.1972286588749641
SNF8,8,48143.6883089816,0.0,197109.65520979345,0.19630186328243074
MRPS28,14,141225.39342552167,1.2701829215451692e-26,582912.833245992,0.19502546368068605
INTS9,23,145776.24215064076,2.1673347381800454e-26,603173.046903606,0.19464100477980706
NUMA1,34,199611.83537576062,1.6616780630680947e-26,827218.505063396,0.19439612126224307
NSUN4,8,38246.35353107578,0.0,158549.8280256538,0.1943449981017577
OSTC,24,122719.9297045542,3.4611507587279035e-26,510727.18541443674,0.19373350477964002
TADA3,10,56951.02932908834,1.1631801093137537e-26,237082.49297387555,0.19368889942558182
ANLN,6,46439.20824654417,8.036914236340895e-27,193854.61769465974,0.19326009756866208
GTF3C3,6,54427.471668247905,6.414204756723261e-27,228454.45613409864,0.19240349530662532
HSF1,6,21738.215279566815,7.24476270326632e-27,91331.45198952493,0.19225505659119496
POLR2D,20,274583.3473015259,276137.36753314576,893860.2777973705,0.19007819478590263
ATP6AP1,8,81891.19788755765,0.0,349159.07970143325,0.18998061744816092
PPA1,8,81570.91788130849,0.0,349884.91603237746,0.18905971705467078
GRPEL1,7,128470.04969308844,4.750956988157227e-27,551333.4450437691,0.18898115512456642
SRF,4,17273.021788801354,0.0,74150.81467423913,0.1889334604305765
HAPLN2,7,124298.83161624728,1.3171348484193014e-26,536095.3300113586,0.18821915582945292
DYNC1I2,40,404148.8935081384,4.827514965038641e-26,1743312.6634289678,0.18819843000336184
CENPJ,32,345495.5160560883,0.0,1497678.907102126,0.187445914892902
PDCD5,19,116905.87152214881,2.5880788080105384e-26,507001.14284989773,0.18737707515568308
HIST1H2AE,6,38909.28568442534,3.860576011744651e-27,168781.54307232858,0.1873423391747145
PTPN23,11,70589.05555644719,1.672943239121954e-26,306425.4475019768,0.18723167141797822
WBP11,25,233909.27971247287,15386.94197764499,1000031.2612209924,0.18722815507702675
TRAPPC5,4,17152.610883461108,0.0,74821.53428086438,0.18649383316165014
MRPS22,13,179794.9091274316,9.798396242545057e-27,784492.5798187498,0.18645363668870155
ACTR1B,18,106843.15631979531,2.0322208943582152e-26,467080.52317659766,0.18616265565753992
ARGLU1,45,281673.45237330574,6.703495741968035e-26,1239380.2338562238,0.18518311018431782
GRWD1,19,116777.46610169996,2.1033140819074273e-26,517421.0891247872,0.18413392010960353
HTATSF1,4,26576.667508691433,0.0,118039.8826879609,0.18377334732817216
SCAP,8,48603.06465450663,0.0,217057.56111423855,0.18295170582341053
WDR74,5,53013.20408259527,34365.37535386297,202502.78846227363,0.18287896344243515
PAFAH1B1,5,35524.50639435358,6.773586913118923e-27,158942.97464773172,0.1826758191343344
SF3A2,25,209039.11953799595,47219.79590534709,891616.1438625015,0.1821096449855861
ABCG1,11,43560.71122695765,9.26945160607146e-27,195835.17254579123,0.18196098671566335
SART3,14,74812.67412616158,8.291692975455492e-27,336666.41822752065,0.18181403506610533
ZBTB17,15,113697.385536008,1.9865999505680633e-26,515115.9637849913,0.18081261420225872
NUP205,48,277483.56832908967,8.721792127131755e-26,1259165.8990231869,0.1805770113643469
FOXL2,14,73757.03487011227,1.1423520642170566e-26,335052.6773466791,0.1804189887519086
PLEKHN1,4,12381.3685500309,0.0,56317.573794781536,0.1802264798763068
CHMP5,5,38542.88522720194,6.038706733121525e-27,175382.20131264356,0.18017001115024897
PCID2,25,181393.61219254532,14416.056628140279,811454.2638002137,0.18008548337530503
MST1,7,54014.2682252493,5.7212014871798215e-27,247027.79431805972,0.17942432286344906
UBL5,23,177836.8971869208,3.071267763849785e-26,815851.5646104023,0.17896645077800366
DPAGT1,6,14082.895579816835,5.98534286560474e-27,65115.693199346344,0.177817506560445
SRSF7,8,75136.97554055977,0.0,347878.6572845728,0.1776222193935327
YTHDC1,28,174591.45113234117,2.767318979830115e-26,811582.8501874594,0.17703914094971326
HUS1,19,135184.16678370791,2.4528635390119397e-26,630626.0691838353,0.17652436652653639
RAC3,24,209259.32865396526,2.8951478146738495e-26,977851.7588263047,0.1762761133822223
ERCC2,5,68389.4817418356,6.088591997207349e-27,320207.1279914643,0.17599093772015253
BOP1,19,69991.40674852672,1.9477995712268854e-26,330587.4741726318,0.1747256535031919
CPOX,4,15598.752472934448,0.0,73698.06890792135,0.17468429706366503
THOC6,7,47424.22761749881,5.1897940528667695e-27,224265.6751553748,0.1745527792291359
KLHL11,5,14515.347619934855,6.4494457871674054e-27,68655.09373197044,0.1745253167350462
CD2BP2,6,24325.886776934327,6.490288964238727e-27,115102.19383816386,0.17446906440667276
PRPF4B,18,169574.9741077054,1.4848744457125016e-26,805634.6515128973,0.17388566483825618
COPG1,19,138910.8047788089,16760.713636094515,646158.5218050802,0.17324220571818244
MIOS,13,89875.69134525627,1.990661596672336e-26,429873.86435303395,0.17292115088873355
RABGGTB,16,82528.16305626105,0.0,396704.6356470239,0.1722089207574418
C12orf60,7,47271.35891930738,6.167896423443577e-27,227406.68744124006,0.1720973319333214
SNRNP40,20,90830.26952162976,4.073074770414372e-26,437236.09288009483,0.1720054068744696
RPL3,48,201308.61185086836,4.5273802689605954e-26,974961.8767607166,0.17114142860838386
MEX3A,18,109805.91107467056,2.686287357933941e-26,532294.2745174005,0.17101055806956378
FTSJ3,20,115080.92603110819,2.8067763238141233e-26,557956.6199458188,0.17098737911280418
MRPS7,6,63635.32794620123,8.782588361329043e-27,308632.13507083326,0.17093980610196213
POLR1E,21,103736.48044045456,1.461789842345758e-26,504136.4517074056,0.1706548769558002
ORC3,17,69758.10235072757,2.458829644389382e-26,339858.43898465927,0.17030098961167406
GPKOW,5,20507.47178658359,8.33027511300756e-27,100256.70012816426,0.16981420450645424
HMGCR,12,77760.41524658097,1.785235140140179e-26,380484.3529587391,0.1696918778824766
USP10,5,24962.038184845052,4.4397749932397046e-27,122168.09184542914,0.1696595943992488
SLC35G6,13,45756.22082308882,1.532439343830328e-26,224074.67584237223,0.1695736899982133
TSEN34,31,234377.70858494914,2.4966317085878932e-26,1152127.2525164366,0.16904209877386128
DNM1,8,29402.003319457155,0.0,146243.92417973216,0.16739359538861417
DDX5,11,66596.27768403829,8.411697959883218e-27,332199.96507576446,0.16699324252197031
HNRNPR,8,23877.611868789823,0.0,119648.72492374813,0.16636397474077552
EMC3,13,65871.3774476571,2.1510645278352394e-26,330538.4581914025,0.16616988663125534
SURF6,9,65988.49383528875,1.3999969347211683e-26,332565.0451776266,0.165569960810586
THOC2,19,120582.45568949085,2.679858500859175e-26,615262.1494489636,0.1638694567405334
TUBE1,8,32215.49048313147,0.0,165040.1653745116,0.16331846274857126
MOCS3,5,10935.611115489355,5.3843313973941346e-27,56028.33220425526,0.16330596098967998
OR2T5,7,59285.73022040671,1.527647523038522e-26,303762.3052521757,0.1632999615140019
MRPL45,13,63928.88538186361,1.2661600836078494e-26,327782.1892194456,0.163204181671227
MVK,7,56956.37358657704,1.221678048229749e-26,292945.59966484585,0.16277808626603804
SDHAF2,6,17430.06503657443,8.866153259915966e-27,89675.40111267188,0.16273739952997798
USF2,16,102242.11959663495,0.0,529029.227695174,0.16196223705583918
XRCC2,12,75577.06620877016,1.449238912091829e-26,391185.639695544,0.1619175337977053
STRIP1,4,10571.567916410422,0.0,54766.720169412576,0.16179744260401313
DDX41,34,231663.11620549826,4.85225649137055e-26,1205567.97412192,0.16118710328811675
PGAM1,14,63285.486329992025,1.7015223982647303e-26,329872.7640911262,0.16096695481324863
PDCD7,4,16491.300774626347,0.0,86031.83794466032,0.16085442740667868
MAGOH,25,151874.77802221174,4.3137824897631983e-26,793466.832003817,0.1606559749528322
HAUS3,12,74998.98715061594,1.5566335066880986e-26,393138.2892237286,0.16020725316187645
GRSF1,14,63376.848529091076,2.154739271084618e-26,333355.7317752423,0.15974702274382085
PCNA,8,59057.55188595267,0.0,312781.3392210895,0.1588256454566277
KANSL3,16,91887.12237794834,0.0,489057.8843754186,0.1581683658690226
ALG14,15,67486.87717793431,2.489171914433593e-26,359454.6687574765,0.15807053171663918
MRPL1,10,57336.74041355971,1.1927481464636121e-26,306627.5585130383,0.1575339685311361
PSMA1,18,90309.16493949307,2.164673372423569e-26,485377.1893380754,0.15687216531790554
CDC16,14,182052.59806598158,2.2031747530581628e-26,980634.5773334309,0.1565791744485716
GMPPB,10,45807.78088609402,1.2629541896224412e-26,247052.66955137847,0.15641504620260857
NAA38,43,282232.8438298391,4.253218301983609e-26,1523290.9143676213,0.15631632790675956
CUL2,4,34869.85796871496,0.0,188959.68942299427,0.15578755519570228
MED8,6,85826.1143016955,3.2444366948400926e-27,466550.32825272094,0.155376130641633
ATRIP,13,59604.99679321574,1.6016886985971897e-26,324671.7418444601,0.1551095624588812
LST1,5,24293.25161227738,33553.84835602448,99310.63185230971,0.15457878738035635
KRTAP4-2,7,19921.480242788333,6.60528128194848e-27,109223.13428630389,0.15425715052407896
COX17,15,79113.86442709222,1.6167286232620094e-26,434392.78525990125,0.15406590055905967
FBLIM1,6,22975.746791713867,6.569954582930526e-27,126307.43071769495,0.15390713927070437
NUP98,46,246434.02534777112,3.7239775434288765e-26,1356228.6899077974,0.15376536996960932
EXOC1,20,126795.43008239241,3.2210165519059605e-26,697940.8182627377,0.15374058110918862
COPS4,29,97273.90223847402,4.502384089327243e-26,537756.5888945847,0.1531798922992063
XAB2,10,57268.8406697338,6.920219431105356e-27,318818.08523454383,0.15227554250133643
UBE2N,15,99151.38831095595,1.0343245024929997e-26,552312.7643507938,0.1521977654577671
USP5,7,32903.92952085115,8512.080411395551,174782.60685149967,0.1521930621497151
UBA2,14,113838.27351937056,1.474462311604381e-26,634971.2069610035,0.152025684085011
TAMM41,6,38456.72604693412,6.365018223231144e-27,215152.15659216695,0.151637930212642
SRP68,15,53139.062797643695,1.346214889500579e-26,298108.449052676,0.15128665970533148
GBF1,13,84823.317573599,1.7780034910158174e-26,477758.5237248507,0.15077507190389428
OR7A17,4,30758.89908733393,0.0,173368.53433890274,0.15068478827687284
MRPL20,8,72749.25676315968,0.0,410717.6997774734,0.15047410330522856
LRR1,10,47579.605366796866,1.4987009834258308e-26,270226.39986057935,0.14971273224606232
EEF2,23,156753.28397510218,201282.42899763706,690540.7839885417,0.14949151008950218
UBC,4,27637.356967262553,0.0,157334.2903370519,0.14941401760775644
PABPN1,11,57628.32113409672,1.3493443310610368e-26,328201.1652845937,0.14936214872794926
INO80,11,58787.25416638944,8.235656722538732e-27,335188.9808490431,0.1492152290964623
ARPC2,12,44551.188119333514,10503.176587629076,246253.15246802574,0.1478595308110412
CENPN,8,17467.58174175558,0.0,100713.68201347123,0.14780330812787607
COPS6,30,148442.5154186495,2.3576544870589386e-26,856817.8182491724,0.14766574433215507
BRF1,11,72864.89776138161,1.5960409623687185e-26,422359.94430028414,0.1471349810684748
CCT4,33,314634.82058805716,2.2278115473060564e-26,1823950.7758877145,0.1471228559224151
KCMF1,8,36604.57555986445,0.0,212375.55275082862,0.14701806047021934
URM1,9,82835.03940677241,1.4455836874101453e-26,480726.80160189,0.1469848264717752
PSMB6,4,50529.19670106601,89122.87196327437,204648.37535061265,0.1467590227646396
VPS13D,12,66733.71969410646,1.468457487847336e-26,390564.76671367284,0.14593033145226528
ANKRD49,12,40249.265838518426,8.805032251136712e-27,235914.24953766284,0.14574432753614155
EGLN2,33,176347.6446404982,33158.432653751384,1002871.4208436041,0.14545605218783642
TKT,6,18877.282333494004,30148.498200915703,80847.16549737644,0.14535192209217943
CCT6A,8,77463.28343000967,0.0,455894.5452741077,0.1452369858678549
NDUFA6,18,142030.51716643243,2.5014997978522777e-26,840790.1195688827,0.14451316126025024
RPL36AL,11,47067.60063185284,1.8704574006132258e-26,279612.77479312266,0.14407844539367579
CTBP2,6,59744.095227698206,3.896878477150398e-27,355417.5922143298,0.1439056084288623
PDCD6IP,27,128244.69048484518,2.50241331432795e-26,763653.4581485016,0.1437884927571093
CS,23,117150.79776771419,3.814963361048963e-26,698467.3659179417,0.14363436591250903
DCTN3,20,129982.46894140789,2.900230878122277e-26,775889.5920760994,0.14348877124591636
USP36,15,45540.117159384674,1.330845074030157e-26,271862.66836850427,0.14347737082283182
VPS18,11,31506.140493214843,1.8187131070424688e-26,188850.8267454437,0.1429777369330555
POP7,21,84490.24708057035,3.2812663299745297e-26,508363.69148560835,0.1425144400405108
COPB2,5,16319.667237964815,6.753228938049326e-27,98658.55932261379,0.14193702343605438
SNAPC1,4,53212.23622364359,0.0,322051.9266694215,0.14179940821795683
E2F6,9,41135.83792438738,1.2542807600252919e-26,249554.87371899365,0.14151067191597358
RAD21,6,34730.52160929034,6.743622001461199e-27,210863.62240494607,0.1414142904289978
MOK,7,28188.43801146798,1.015925825170216e-26,171406.1452199796,0.14122847201109157
RAD51D,11,38555.40097878983,1.2990851033582367e-26,234503.30745823294,0.141198210448879
VPS37C,12,105951.68394608457,1.345517111138797e-26,645725.0538640819,0.1409537885324879
SNUPN,6,34557.432494409884,6.3602044255328135e-27,211131.7027117013,0.14065511063571978
ARPC4,23,93903.06852490437,3.158628063567049e-26,573840.3105635503,0.14062747975590967
SDE2,13,63787.67836061503,1.4215110018222985e-26,392629.353120267,0.13975744540831603
GLRX5,4,24170.904485548435,0.0,149548.44733661105,0.13913766216611692
VHL,12,51020.353207875756,1.689033530178985e-26,318349.2295854313,0.13812819350754685
AARS2,14,61870.35954686139,1.0515641052042471e-26,386966.1915663722,0.13784608092501938
DDX11,7,11628.382417654251,8.037468318361187e-27,72880.46727244924,0.13759958229577
REV3L,4,11322.60056423508,0.0,71207.29071263317,0.13719393530097398
TRNP1,11,65685.92174399144,1.533467725100629e-26,415660.00698938716,0.13646302549361625
ZNF207,20,105019.26408210146,104381.92072678794,561968.5067812854,0.13614647454660134
TRNT1,19,52868.80633913539,1.9876114208112977e-26,335866.6610790812,0.1360020136322089
BRIP1,5,30751.41595004258,3.944935123717101e-27,196130.61316821713,0.13553923186227215
EEF1G,11,47401.264740814484,7.857857221042919e-27,302555.9392584819,0.13544874687280273
CCT2,17,105563.3999408466,1.475161552920183e-26,676965.4522238633,0.1349003294240545
NDUFA8,5,18856.433026369017,7.330283887262203e-27,120959.60010658203,0.13486602790710303
MMS19,6,28155.362371433526,7.904121422848353e-27,180829.2194728913,0.13472459127346917
ERVW-1,9,51778.829141948314,8.201360922875269e-27,332624.2107620746,0.13469932275997704
BANP,5,28248.211528648804,5.375547991660112e-27,181795.58435242352,0.13448724543448576
UQCC2,6,24708.610795303633,6.334060070982501e-27,159221.53459990467,0.13433692852366622
LSM11,7,49415.94388252149,1.0816707426647361e-26,319079.81771914,0.13410179717599957
VPS29,14,44470.29213860452,1.1963346407408291e-26,289989.12161826185,0.13296169971442928
EIF4G2,29,161262.16740485388,168891.98580669807,892221.177380794,0.1319252469916163
GUCD1,30,117995.72787707282,4.141498736983747e-26,777691.1769408915,0.1317376945474644
STIL,10,37078.67444222226,9.43931194812891e-27,244548.08414795538,0.13165891844879354
COPE,6,12232.849414301962,8.046765817390089e-27,80816.99825329975,0.13146555014255246
MRPS31,5,51958.44173226676,5.164303107193027e-27,344095.27505368524,0.13119039041955968
HNRNPM,14,148909.60227386758,299204.615164778,687383.5626589351,0.13114037286895516
NBAS,5,14062.755352232401,4.5124513945089654e-27,93218.84486462688,0.13108263974256457
BRCA2,10,32000.508534757697,1.5285777933380008e-26,212377.1833050344,0.1309469301139665
RAN,15,87752.88724474463,2.2616167853919e-26,584666.0310071404,0.13050329915297357
SNRPD3,12,71062.83783261076,1.3116355396731442e-26,474342.38993783446,0.13029364995841275
COX7C,12,47292.965588351355,1.7205942323808378e-26,316745.24607527023,0.129912091843949
